gid,code,ward,name,feature,fature_det,speciality,theme,type,address,phone,photo,the_geom
1756,00-00-02-02,45,YESUKRISTHU PRADHANA MANDIRAM,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"INDIRANAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002C7EB729465D614184F9A90CD25D3D41
1757,00-00-03-41,46,LIBRARY,LIBRARY,,LIBRARY,EDUCATION,GOVERNMENT,"BESIDE PARK, SRK NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000005BC75F4435D6141E1725F4CF35E3D41
1758,00-00-03-46,46,POOL GAME ZONE,PARK,POOL GAME FOR CHILDREN (<6YEARS),PARK,FACILITY,GOVERNMENT,"SRK NAGAR PARK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003F339B18465D6141DB15E3F0F15E3D41
1759,00-00-03-23,12,SBI ATM,BANK,STATE BANK OF INDIA,ATM,FACILITY,GOVERNMENT,"TADITHOTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000122F1ACC705D61414F5CAA5F154F3D41
1760,00-00-03-09,12,OFFICE OF DEPUTY DIRECTOR GROUND WATER DEPARTMENT,OFFICE,GOVT OF ANDHRA PRADESH,GROUND WATER,,GOVERNMENT,"TADITOTA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009879316D745D6141E4FCC943214F3D41
1761,00-00-03-31,49,SUBBARAO NAGAR COMMUNITY HALL,COMMUNITY HALL,,COMMUNITY HALL,ENTERTAINMENT,GOVERNMENT,"SUBBARAO NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C541E2A3E75D614192BF94E8075D3D41
1762,00-00-03-46,12,GADHIPURAM -3 M.C. PARK,PARK,MUNICIPAL CORPORATION OF RAJAHMUNDRY,PARK,FACILITY,GOVERNMENT,"GANDHIPURAM-3, RAJAHMUNDRY.",,,0104000020E610000001000000010100000097ED59C2915D614172D1BE71BC503D41
1763,00-00-03-27,49,SRI VARAPRASAD CLINIC,CLINIC,,HOSPITAL,HEALTH,PRIVATE,"LALACHERUVU ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000024A82AB7E25D6141FCF61CC3425C3D41
1764,00-00-03-22,20,AXIS BANK ATM,ATM,,AXIS BANK ATM,FACILITY,PRIVATE,"NEAR KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E610000001000000010100000001EE02BAE95C61411345B4E5694C3D41
1765,00-00-03-05-01,49,MANI CLINIC,HOSPITAL,DR. CH.SRINIVASA RAO,HOSPITAL,HEALTH,PRIVATE,"RAMADAS PETA, RAJAHMUNDRY.",9989329126,,0104000020E6100000010000000101000000EF3C3E66B95D614143D3BC670A5F3D41
1766,00-00-03-52-01,49,LAKSHMI SAI KALKI MEDICAL AND GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"SUBBARAONAGAR,QUARY ROAD, RAJAHMUNDRY.",9247410574,,0104000020E610000001000000010100000034A3F476D45D614196C7F9FED95C3D41
1767,00-00-03-38,8,LADIES HOSTEL,HOSTEL,,HOSTEL,RESIDENTIAL AREA,PRIVATE,"DANAVAIPETA,NEAR CHINNA ANJANEYASWAMY TEMPLE, RAJAHMUNDRY.",0883-3257272,,0104000020E61000000100000001010000006A7CAF6C715D6141107E5E25FF523D41
1768,00-00-03-27,49,PRASAD CLINIC,CLINIC,,HOSPITAL,HEALTH,PRIVATE,"SUBBARAONAGAR,QUARY , RAJAHMUNDRY.",9949219666,,0104000020E6100000010000000101000000E6C7B152D65D6141C4B5D465CD5C3D41
1769,00-00-02-05,10,SAIBABA & GANESH TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"MORAMPUDI, RAJAHMUNDRY.",,,0104000020E610000001000000010100000078A25FBED45E6141B753FE31934B3D41
1770,00-00-03-37,8,GANDHI SURGICALS,HEALTH,,HEALTH,HEALTH,PRIVATE,"DANAVAI PETA,OPP. AIRTEL OFFICE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D0EE6939595D61419CFF759F52523D41
1771,00-00-03-51,8,GANDHIPURAM II  MUNCIPAL HIGH SCHOOL,SCHOOL,,HIGH SCHOOL,EDUCATION,GOVERNMENT,"GANDHI PURAM-II, NEAR PRAKASH NAGAR ROUND PARK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FF9CCE738F5D6141E2D461D31C523D41
1772,00-00-03-37,8,THE RAJAHMUNDRY DIAGNOSTIC LABORATORY PVT LTD,HEALTH,,DIAGNOSTIC LABORATORY,HEALTH,PRIVATE,"GANDHI PURAM-II, NEAR PRAKASH NAGAR ROUND PARK, RAJAHMUNDRY.",0883-2469436,,0104000020E61000000100000001010000001B902F90925D614118C8C669CD513D41
1773,00-00-03-23,8,KENARA BANK,BANK,,BANK,FACILITY,PRIVATE,"GANDHI PURAM-II, PRAKASH NAGAR ROUND PARK, RAJAHMUNDRY.",,,0104000020E610000001000000010100000023295566975D6141D65C53917F523D41
1774,00-00-03-05,8,KANDULA SAI DIABATIES HOSPITAL,HOSPITAL,,HOSPITAL,HEALTH,PRIVATE,"DANAVAIPETA,KROVIDI LINGARAJU STREET, RAJAHMUNDRY.",0883-2467200,,0104000020E6100000010000000101000000222C0A47545D61416FC89CA2ED523D41
1775,00-00-03-10,10,PETROL BUNK,PETROL PUMP,,INDIAN OIL BUNK,FACILITY,PRIVATE,"VL PURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000422248BC495E61410A43E1E0E84D3D41
1776,00-00-03-52,8,TRINETRA  (MORE) SUPER MARKET,SHOP,,SUPER MARKET,SHOP,PRIVATE,"DANAVAIPETA, ALCOT GARDEN CIRCLE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009B8AED52625D6141AABAA73F5F523D41
1777,00-00-02-05,23,SRI VENKATESWARA ALAYAM,TEMPLE,,VENKATESWARA TEMPLE,RELIGIOUS,PRIVATE,"PUSHKAR GHAT, GODAVARI GATTU, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D16FF2B4715C61415D556265F9513D41
1778,00-00-03-37,8,LALITHA DIAGNOSTIC LABORATORY,HEALTH,,"THYROID,A.B.G TESTING",HEALTH,PRIVATE,"OPP. PRAKASH NAGAR ROUND PARK,GANDHI PURAM-II, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F06FEFF29C5D614186396F8DEA513D41
1779,00-00-03-27,22,CAPTAN RAO'S DENTAL CLINIC & ORAL IMPLANTOLOGY CLINIC,CLINIC,"DR.K.MURALI MOHAN RAO (BDS, FIDEA)",DENTAL CLINIC,HEALTH,PRIVATE,"MAIN ROAD, RAJAHMUNDRY.",0883-6660688,,0104000020E6100000010000000101000000BC3A8D0CAF5C6141F6099EF63C4F3D41
1780,00-00-02-05,18,SRI SATYA SAI MANDIRAM,TEMPLE,,SAI TEMPLE,RELIGIOUS,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003FB783FA555D6141DD5D8C4710443D41
1781,00-00-03-09,2,SRI DATLA BALARAMA RAJU BHAVANAM,OFFICE,NGO,KSHATRIYA SEVA SAMITI,,PRIVATE,"NEAR VENUGOPALA SWAMY TEMPLE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D23053AC395E614192406E1898553D41
1782,00-00-02-04,24,HAGARATH SAYYAD ABDUL KHADIR GILANI GOUSE,DARGA,,DARGA,RELIGIOUS,PRIVATE,"MOCHIE VEEDHI, MAIN BAZAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002612C772B25C6141B56116F594513D41
1783,00-00-03-24,5,KAMBALA TANK BUS STOP,BUS STOP,,BUS STOP,FACILITY,,"KAMBALA TANK, RAJAHMUNDRY.",,,0104000020E610000001000000010100000068B1FBA7145D61419BA19EDCD2543D41
1784,00-00-03-24,42,BROTHERN CHURCH BUS STOP,BUS STOP,,BUS STOP,FACILITY,,"BROTHERN CHURCH, MUNICIPAL COLONY, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001609F4315B5D6141415F8B7E0A5A3D41
1785,00-00-03-24,37,BIJILI ICE FACTORY BUS STOP,BUS STOP,,BUS STOP,FACILITY,,"VEERABHADRA PURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000BA47475D335D61416883EA43C5563D41
1786,00-00-03-24,2,GOVERNMENT HOSPITAL BUS STOP,BUS STOP,"SHELTER, TOWARDS RAJAHMUNDRY.",BUS STOP,FACILITY,,"OPPOSITE GOVERNMENT HOSPITAL,RAJAHMUNDRY.",,,0104000020E61000000100000001010000007DE4492CE25D6141609D842209583D41
1787,00-00-03-51,21,JANNU MAHANTI BANGARAYYA MUNICIPAL ELEMENTARY SCHOOL,SCHOOL,,T M ELEMENTARY SCHOOL,EDUCATION,GOVERNMENT,"ULLITHOTA VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006477141AAF5C6141F195372E914E3D41
1788,00-00-03-24,1,LALACHERUVU BUS STOP,BUS STOP,,BUS STOP,FACILITY,,"LALACHERUVU JUNCTION, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F1D4166C905E61410010F1270E5B3D41
1789,00-00-02-05,5,SRI KANAKA DURGA TEMPLE,TEMPLE,,DURGA TEMPLE,RELIGIOUS,PRIVATE,"BESIDE KAMBALA TANK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004483373C155D61417A06A483DB543D41
1790,00-00-03-24,5,Y-JUNCTION BUS STOP,BUS STOP,SHELTER,BUS STOP,FACILITY,,"BEHIND INDIRA PARK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008D338F16465D6141007B87D6A7543D41
1791,00-00-03-36,20,SRI GOWTAMI VYAYAMA KALASHALA,GYM,,GYM,HEALTH,PRIVATE,"BESIDE KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E610000001000000010100000052003A38ED5C6141D54C6805754C3D41
1792,00-00-03-02,25,ESI DISPENCARY,HOSPITAL,,HOSPITAL,HEALTH,GOVERNMENT,"BESIDE URVASI COMPLEX, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009111A88AE15C6141D34ED6798A4F3D41
1793,00-00-03-23,26,STATE BANK OF INDIA,BANK,,SBI BANK,FACILITY,GOVERNMENT,"KOLLI VARI VEEDHI, RAJAHMUNDRY.",,,0104000020E610000001000000010100000090FB10A7F85C6141DB6612EBA24D3D41
1794,00-00-03-43,20,RYTU BAZAR,MARKET,GOVERNMENT,VEGITABLE MARKET,SHOP,GOVERNMENT,"NEAR KYLASABHOOMI, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A1F14F19285D6141C722FE9D75493D41
1795,00-00-03-09,21,SRIRAM CHITS VEHICAL FINANCE,OFFICE,,VEHICAL FINANCE OFFICE,,PRIVATE,"BACK SIDE OF SHYMALA DHEATER, INNESPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F5C19E86D45C6141DB65C910D84C3D41
1796,00-00-03-05-01,21,ASHWINI HOSPITAL,HOSPITAL,"DR.B.SANTHA DEVI (MBBS, PGDIC)",HOSPITAL,HEALTH,PRIVATE,"BESIDE OF KUMARI DHEATER, T NAGAR, RAJAHMUNDRY.",0883-2471085,,0104000020E61000000100000001010000002C8BE259B35C61418C36F1693C4D3D41
1797,00-00-03-36,23,SRI POTULA VEERASWAMY VYAYAMA KALASHALA,GYM,,GYM,HEALTH,PRIVATE,"BESIDE YMVA FUNCTION HALL, CHANDA SATRAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CE41F5597A5C6141C2B88562FB503D41
1798,00-00-03-48,12,OM SHANTI DHYANA MANDIR,RECREATION,DHYANA KENDRAM,RECREATION,SOCIAL ORGANIZATION,PRIVATE,"TADITOTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000586FDAB47D5D61417BF1792AC64F3D41
1799,00-00-03-63,33,THE RAJAHMUNDRY MAIN ROAD SUB WAY MARKET CHINNA VARTAKA SANKSHEMA SANGHAM,FORT GATE,,SUB WAY CHINNA VARTAKA SANKSHEMA SANGAM,OTHER,PRIVATE,"KANDAKAM LANE, FORT GATE, MAIN ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000017D7968EA55C61417E4656FC35523D41
1800,00-00-03-23,17,THE ARYAPURAM CO-OPERATIVE URBAN BANK,BANK,"SWARAJ NAGAR BRANCH,",ARYAPURAM COOPERATIVE URB,FACILITY,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",0883-2421823,,0104000020E61000000100000001010000008EF0819A705D614102D85D86DD443D41
1801,00-00-03-02,33,UNANI DISPENSARY,HOSPITAL,,DISPENSARY,HEALTH,GOVERNMENT,"BESIDE URDU MEDIUM SCHOOL, RAJAHMUNDRY.",,,0104000020E610000001000000010100000045FBE8C5E25C6141D224B26314533D41
1802,00-00-03-24-01,33,GODAVARI RAILWAY STATION,RAILWAY STATION,,RAILWAY STATION,FACILITY,GOVERNMENT,"NEAR GOKAVARAM BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CCBBF60CB35C6141993445AA72523D41
1803,00-00-03-57,25,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 117,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#34-4-19, RANDHIVARI VEEDHI-I, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D0D16ECFED5C61410926961C6A4F3D41
1804,00-00-03-52-01,12,LAKSHMI MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"TADITHOTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CA7A7E147E5D61411401F0219F503D41
1805,00-00-03-51,25,RANDHIVARI VEEDHI MUNICIPAL ELEMENTRY SCHOOL,SCHOOL,,T M ELEMENTRY SCHOOL,EDUCATION,GOVERNMENT,"RANDHI VARI VEEDHI, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D4A12D6FD55C61414349A5F2D34E3D41
1806,00-00-03-27,27,NARAYANA CLINIC,CLINIC,DR.B.K.MANDAL (A.L.C.A.M),CLINIC,HEALTH,PRIVATE,"INNISPETA, RAJAHMUNDRY.",9440470440,,0104000020E6100000010000000101000000ACD7413E075D61410BEAF5BAD34B3D41
1807,00-00-03-31,20,SRI BINDU MADHAVA COMMUNITY HALL,COMMUNITY HALL,ENDOWMENTS,COMMUNITY HALL,ENTERTAINMENT,GOVERNMENT,"BESIDE SHIVA TEMPLE, T NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EA1632C4D75C6141EAC5E893DB4B3D41
1808,00-00-02-05,17,SRI PRASANNA ANJANEYA SWAMY ALAYAM,TEMPLE,,HANUMAN TEMPLE,RELIGIOUS,PRIVATE,"IYDU BALLA MARKET, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F522A90F665D614117F675FE7D463D41
1809,00-00-03-22,20,HDFC BANK ATM,ATM,,HDFC BANK ATM,FACILITY,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E0CD94C5315D614114A9CE79DC493D41
1810,00-00-02-05,26,AMMAVARI ALAYAM,TEMPLE,,AMMAVARI ALAYAM,RELIGIOUS,PRIVATE,"INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000683D8499155D61417A8272459A4D3D41
1811,00-00-03-33,27,SRI SEETA RAMA KALYANA MANDAPAM,FUNCTION HALL,,YADAVA SAMGHAM KALYANA MA,ENTERTAINMENT,PRIVATE,"V.T.COLLEGE ROAD, INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C2EA3BCF125D614115C827832A4D3D41
1812,00-00-03-49-01,26,SAMRAT BAR & RESTAURANT,RESTAURANT,RESTAURANT & BAR,BAR & RESTAURANT,HOSPITALITY,PRIVATE,"BANDRAKULA COMPELX, NEAR SAIKRISHNA THEATRE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006676ED49ED5C6141D553A58AD34D3D41
1813,00-00-03-05,21,SRINIVASA HOSPITALS,HOSPITAL,"DR.Y.SRINIVAS (MD), DR.Y.SUNITHA (MBBS, DGO), DR.Y.SANYASIRAO (MD)",MULTISPECIALITY HOSPITAL,HEALTH,PRIVATE,"NEAR SHIVA TEMPLE, T NAGAR, RAJAHMUNDRY.",0883-2436030,,0104000020E61000000100000001010000009372A5D4B85C61416BD6C4E5DF4C3D41
1814,00-00-02-05,22,SRI RAMA MADIRAM,TEMPLE,,RAMA TEMPLE,RELIGIOUS,PRIVATE,"MYDAVOLU STREET, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000DC06519D835C6141B67C29D08B503D41
1815,00-00-03-52-02,20,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 7,RATION SHOP,SHOP,GOVERNMENT,"VIVEKANANDA VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007D123BAB2D5D6141A1A43651C3493D41
1816,00-00-03-05-01,25,DR.GANAGAYYA DENTAL HOSPITAL,HOSPITAL,DR.M.GANGAIAH,DENTAL HOSPITAL,HEALTH,PRIVATE,"RANDHIVARI VEEDHI, RAJAHMUNDRY.",0883-244880,,0104000020E61000000100000001010000009646507DD05C614196E335E2EA4E3D41
1817,00-00-02-05,25,SRI MURALI KRISHNA MANDIRAM,TEMPLE,,KRISHNA TEMPLE,RELIGIOUS,PRIVATE,"HASPA GOLLA VEEDHI, RANDHIVARI VEEDHI, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000716B768ED05C614110945334CC4E3D41
1818,00-00-03-52-02,25,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 44,RATION SHOP,SHOP,GOVERNMENT,"#35-8-2, DHANYAPAKALA VEEDHI, MANGALAVARAPU PETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000056AF5891DA5C61412B4BD0C0C84E3D41
1819,00-00-03-57,20,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 113,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#4-5-14, PRAKESH VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008115CFD2335D6141021AB3B25F493D41
1820,00-00-03-09,27,HEAD POST OFFICE,OFFICE,HEAD POST OFFICE,POST OFFICE,,GOVERNMENT,"OPP. II TOWN CRIME POLICE STATION, RAJAHMUNDRY.",,,0104000020E610000001000000010100000087EA0D680C5D6141BD787163804B3D41
1821,00-00-02-05,20,SRI AMMABHAGAVAANULA AALAYAM,TEMPLE,,AMMA BHAGAVAN TEMPLE,RELIGIOUS,PRIVATE,"GOWTAMI GHAT, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004E051B18EF5C61412676822F824A3D41
1822,00-00-03-51,27,SANTI NIKETAN ENGLISH MEDIUM SCHOOL,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"NEAR MOWNICA APARTMENTS, INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000094AD28E045D6141B6000967064C3D41
1823,00-00-03-09,21,ICICI PRUDENTIAL MUTUAL FUND,OFFICE,,FINANCE OFFICE,,PRIVATE,"INNESPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000080ADEBFCE35C6141662EC0AD5E4C3D41
1824,00-00-03-52-01,23,SRI VASAVI MEDICAL & GENERAL STORES,SHOP,CHEMIST & DRUGGIST,MEDICAL SHOP,HEALTH,PRIVATE,"KOTAGUMMAM, RAJAHMUNDRY.",9848473113,,0104000020E610000001000000010100000006B6E7FBA15C6141ACC7923C67513D41
1825,00-00-03-52-01,23,THE MEDICAL EMPORIUM,SHOP,WHOLE SALE & RETAIL,MEDICAL SHOP,HEALTH,PRIVATE,"MAIN ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A022BA1AA25C61413990B43B53513D41
1826,00-00-03-52-01,25,THONTEPU MEDICAL & FANCY STORES,SHOP,J.NEHRU,MEDICAL SHOP,HEALTH,PRIVATE,"#35-1-43, MANGALAVARAPU PETA, RAJAHMUNDRY.",9866736799,,0104000020E61000000100000001010000007C780DDAEA5C6141E13CB03AC44E3D41
1827,00-00-03-52-01,17,SRI LAKSHMI VINAYAKA MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005F6088FB655D614103E5A8BADF443D41
1828,00-00-03-09,27,MUNICIPAL SANITARY OFFICE,OFFICE,"WARDS 16, 26, 27",SANITARY INSPECTOR OFFICE,,GOVERNMENT,"V.T.COLLEGE ROAD, INNISPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000085A8C2950A5D6141FB5B39E8684C3D41
1829,00-00-03-09,17,OFFICE OF THE ASSISTANT SECURITY COMMISSIONER,OFFICE,RAILWAY PROTECTION FOURCE,ASSISTANT COMMISSIONER OFFICE,,GOVERNMENT,"RAILWAY COLONY, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002FF60B7E7A5D6141481D6CA497453D41
1830,00-00-03-09,21,BHARATA SWATANTRYA SAMARA CHARITRA PARISHODHANA KENDRAM,OFFICE,,LIBRARY,,GOVERNMENT,"BESIDE PARK, INNESPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009026891DEB5C61412201676B8F4C3D41
1831,00-00-03-39,20,HOTEL VYSHNAVI A/C,HOTEL,LODGING & BOARDING,HOTEL,HOSPITALITY,PRIVATE,"KOTIPALLI BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FE931B86EB5C6141230E28024C4C3D41
1832,00-00-03-33,20,RIVER BAY,FUNCTION HALL,,"PARK, FUNCTION HALL & SWI",ENTERTAINMENT,PRIVATE,"BESIDE ISKCON, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000BA138727E25C6141BC71F18C224B3D41
1833,00-00-03-05,20,ARAVINDAM ORTHOPEDIC & PHYSITHERAPHY CENTRE,HOSPITAL,DR.G.ARAVIND,ORTHOPEDIC & PHYSITHERAPY,HEALTH,PRIVATE,"T NAGAR, RAJAHMUNDRY.",0883-2425646,,0104000020E61000000100000001010000002DD49A94F05C6141CA0C12B3A94B3D41
1834,00-00-03-52-01,23,GODAVARI HOMEO STORES,SHOP,HOMEO MEDICAL SHOP,MEDICAL SHOP,HEALTH,PRIVATE,"KOTAGUMMAM, RAJAHMUNDRY.","0883-2473602, 2476016",,0104000020E6100000010000000101000000E26660CBA05C6141084B4550B7513D41
1835,00-00-03-27,25,RAJU CLINIC,CLINIC,CH.GOVINDA RAJU,CLINIC,HEALTH,PRIVATE,"#33-1-38/1, MERAKA VEEDHI, C.V.MARKET, RAJAHMUNDRY.",0883-2428946,,0104000020E610000001000000010100000081F0BE7DD25C6141561F2682C54F3D41
1836,00-00-03-51,20,NETAJI ENGLISH MEDIUM SCHOOL,SCHOOL,,E G SCHOOL,EDUCATION,PRIVATE,"BOYA BUILDINGS, ALCOT GADENS, RAJAHMUNDRY.",0883-2436567,,0104000020E61000000100000001010000000FE8A5992E5D614169A54876F7493D41
1837,00-00-03-02,21,POSTAL DISPENCARY,HOSPITAL,,POSTAL HOSPITAL,HEALTH,GOVERNMENT,"ULLITHOTAVEEDHI, RAJAHMUNDRY.",0883-2442646,,0104000020E61000000100000001010000000C6D2159B95C61410404B6BA774E3D41
1838,00-00-02-05,23,SHIVA ALAYAM,TEMPLE,,SHIVA TEMPLE,RELIGIOUS,PRIVATE,"PUSHKAR GHAT, GODAVARI GATTU, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000DEF5DDE5745C6141CB47AEA502523D41
1839,00-00-03-52-02,34,PRABHUTHVA CHOUKA DHARALA DHUKANAM,SHOP,,RATION SHOP,SHOP,GOVERNMENT,"NEAR TIMBERYARD, ARYAPURAM, RAJAHMUDNRY.",,,0104000020E61000000100000001010000004A8C588FA65C6141442DAFE493563D41
1840,00-00-03-33,34,SATYANARAYANA SWAMY FUNCTIONHALL,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,GOVERNMENT,"IN SATYANARAYANA SWAMY TEMPLE, ARYAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000ACD8F52CBA5C614174CF0322C2553D41
1841,00-00-03-09,34,APSRTC ONLINE TICKET BOOKING CENTER,OFFICE,TRAVELS,TRAVELS,FACILITY,GOVERNMENT,"GOKAVARAM BUS STAND, RAJAHMUNDRY",,,0104000020E61000000100000001010000004B36CD69BA5C6141046F30C8EF533D41
1842,00-00-03-09,34,OFFICE OF THE DISTRICT INSPECTOR OF METEOROLOGY,OFFICE,,TOONIKALU KOLATHALA SAKHA,,GOVERNMENT,"OPPOSITE CGTM FUNCTION HALL, ARYAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000049C07E6A45C61414AF86BEF6A563D41
1843,00-00-03-05-01,21,SURYA SPECIALITY DENTAL HOSPITAL,HOSPITAL,DR.C.MURALI KRISHNA (MDS) & DR.C.SHUSMA (BDS),DENTAL HOSPITAL,HEALTH,PRIVATE,"INNESPETA, RAJAHMUNDRY.","0883-2449091, 2439091",,0104000020E6100000010000000101000000FF155E30E55C61417B60114E684C3D41
1844,00-00-03-05,23,SRI SHANMUKHA SRI RAMBABU HOSPITAL,HOSPITAL,DR.A.D.KAMACHARYULU (BA),HOSPITAL,HEALTH,PRIVATE,"BESIDE PEDDA ANJANEYA SWAMY TEMPLE, GODAVARI GATTU, RAJAHMUNDRY.",9397913834,,0104000020E6100000010000000101000000484D9C0A805C6141EFB3AD308E513D41
1845,00-00-02-05,34,DATTATREYA MANDIRAM,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"ARYAPURAM, RAJAHMUDNRY.",,,0104000020E6100000010000000101000000A4359276A25C61413ABF873742553D41
1846,00-00-03-31,21,SRI BOMMANA RAMA CHANDRA RAO CHAMBER OF COMMERCE TRUST COMMUNITY HALL,COMMUNITY HALL,FUNCTION HALL,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"PUSHKARALA PETA, RAJAHMUNDRY.","0883-2440264, 9676462985",,0104000020E6100000010000000101000000CA352782C55C61418E2828D7F44B3D41
1847,00-00-03-29,34,URDU ACADEMY,COACHING CENTRE,MUNICIPAL CORPORATION OF RAJAHMUNDRY,URDU ACADEMY,EDUCATION,GOVERNMENT,GOKAVARAM BUS STAND,,,0104000020E61000000100000001010000001C3C0968B75C61411D5B10D1DB533D41
1848,00-00-03-52-01,34,RAMA PRIYANKA MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"GOKAVARAM BUS STAND, RAJAHMUNDRY.",,,0104000020E610000001000000010100000057103E84B55C6141C7F87AFED9533D41
1849,00-00-03-57,27,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 100,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#38-3-5, INNISPETA-V, RAJAHMUNDRY.",,,0104000020E610000001000000010100000028571096215D6141A6611A359B4D3D41
1850,00-00-03-05-01,34,SRI GANESH DENTAL HOSPITAL,HOSPITAL,,DENTAL HOSPITAL,HEALTH,PRIVATE,"GOKAVARAM BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C3DCC3F9B75C6141F393997ECF533D41
1851,00-00-02-04,19,DARGA,MOSQUE,,MOSQUE,RELIGIOUS,PRIVATE,"BESIDE GOVERNMENT GIRLS HIGH SCHOOL, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EF1B38A51B5D6141CCC88C9AFC4A3D41
1852,00-00-03-09,34,BHARATIYA JANATA PARTY OFFICE,OFFICE,,POLITICAL PARTY,SOCIAL ORGANIZATION,PRIVATE,"GOKAVARAM BUS STAND, RAJAHMUNDRY.",,,0104000020E610000001000000010100000041A08333B75C6141E9A79F2ADC533D41
